,serial,OBJ_ALG,FAR_ALG,OBJ_FAR_AGG,LDCM,human_obj,human_far,human_objfaragg
358,3522,0.323395264,0.156122599,0.239758931,-0.17663896,5,2,3.5
359,3530,0.070502362,0.907503519,0.489002941,-0.635681,3,1,2
360,3555,2.321494494,5.347704396,3.834599445,0.800741314,2,5,3.5
361,3558,1.026863197,2.366592043,1.69672762,0.192941451,4,5,4.5
362,3608,1.007493281,2.334793792,1.671143537,-0.463792724,6,6,6
363,3621,1.757247449,3.156185723,2.456716586,0.237967083,2,7,4.5
364,3624,0.913331165,1.481776343,1.197553754,-0.090138466,2,7,4.5
365,3630,1.225700971,1.528181936,1.376941454,-1.421903413,2,4,3
366,3636,0.67900429,1.164693462,0.921848876,-0.472168345,2,5,3.5
367,3661,1.689117172,3.795759961,2.742438567,0.467874329,2,7,4.5
368,3666,0.321171418,2.687142245,1.504156831,1.016830098,5,2,3.5
369,3671,0.513323402,1.181718355,0.847520879,-0.358551118,1,1,1
370,3673,2.776579237,4.414589444,3.595584341,-0.46946094,4,1,2.5
371,3674,1.016928864,1.428830118,1.222879491,0.143962042,1,7,4
372,3678,4.531012805,7.201578514,5.866295659,0.630029307,5,3,4
373,3696,0.708860601,1.412110088,1.060485345,0.143962042,1,7,4
374,3700,1.88874866,5.216118501,3.552433581,0.42819195,2,7,4.5
375,3703,1.005727499,2.231121746,1.618424623,0.231856414,4,4,4
376,3725,3.378804719,5.366816373,4.372810546,0.215171342,6,5,5.5
377,3739,0.913331165,1.481776343,1.197553754,0.192941451,1,7,4
378,3740,2.518353436,4.973305019,3.745829227,-0.148754937,2,2,2
379,3741,2.546373663,5.145723084,3.846048373,0.652030152,4,5,4.5
380,3747,2.539433068,3.332934622,2.936183845,0.108992441,2,4,3
381,3762,2.220854364,4.43995536,3.330404862,0.089133088,3,4,3.5
382,3766,2.471152359,5.158679744,3.814916051,0.350846611,6,7,6.5
383,3768,1.689117172,3.795759961,2.742438567,0.467874329,2,2,2
384,3771,2.333208068,4.15393268,3.243570374,-0.132129565,1,4,2.5
385,3775,2.971647657,4.155164254,3.563405956,-1.36786287,5,3,4
386,3783,0.148029574,1.793703901,0.970866737,-0.091881912,1,1,1
387,3796,0.977176224,2.0609043,1.519040262,0.290917705,4,7,5.5
388,3804,1.764875138,3.947479321,2.856177229,0.019263584,6,4,5
389,3815,2.776995572,6.806939896,4.791967734,0.480811584,6,6,6
390,3822,4.042069147,6.716789929,5.379429538,-0.131757963,1,3,2
391,3830,0.965812701,2.165430263,1.565621482,-0.148464248,1,4,2.5
392,3843,3.468075183,6.785570481,5.126822832,0.556705727,6,2,4
393,3847,1.990607566,4.65550606,3.323056813,0.676690643,5,4,4.5
394,3851,0.070718755,0.167422067,0.119070411,-0.17663896,2,3,2.5
395,3855,2.741546725,5.392294168,4.066920446,0.379666661,3,3,3
396,3857,1.959779037,3.944209406,2.951994221,0.134431649,4,5,4.5
397,3865,1.24845607,1.678216979,1.463336525,-0.192176949,4,3,3.5
398,3869,0.525607916,0.686705322,0.606156619,-0.755808042,6,1,3.5
399,3876,1.005741486,2.229937589,1.617839538,0.787959928,1,7,4
400,3878,3.906442254,10.83066225,7.368552254,0.871497566,5,4,4.5
401,3879,1.006543957,2.232836823,1.61969039,0.076997448,3,7,5
402,3900,1.357651847,2.943005343,2.150328595,0.251230864,1,6,3.5
403,3929,1.750018635,3.684700531,2.717359583,0.656160483,7,4,5.5
404,3930,0.513323402,1.181718355,0.847520879,-0.091107822,5,2,3.5
405,3940,0.00080247,0.002899234,0.001850852,-0.40570504,1,3,2
406,3942,1.067696809,3.433663016,2.250679913,0.808534794,1,6,3.5
407,3962,0.763896423,2.771817279,1.767856851,-0.090138466,7,5,6
408,3968,4.345814053,9.739828861,7.042821457,0.277164414,1,3,2
409,3969,0.175058408,0.916596259,0.545827333,-0.254375563,1,1,1
410,3973,1.594573138,4.495312379,3.044942758,0.640083423,1,7,4
411,3976,0.765252402,1.598545631,1.181899017,-0.081421235,1,7,4
412,4012,0.329124883,0.767329848,0.548227366,0.05290539,4,3,3.5
413,4015,0.943373313,2.505364593,1.724368953,0.251230864,1,5,3
414,4021,0.460283641,0.788164348,0.624223994,-0.17663896,2,2,2
415,4063,1.350042068,2.51955931,1.934800689,0.341930427,1,7,4
416,4072,1.176726335,2.604937589,1.890831962,0.562300159,1,6,3.5
417,4080,0.889990411,4.147226333,2.518608372,-0.181985755,2,4,3
418,4117,1.636600166,5.168508599,3.402554382,0.052771492,3,7,5
419,4122,0.524266667,1.94146559,1.232866128,0.655793016,2,4,3
420,4123,1.908766301,3.793771533,2.851268917,0.246579349,1,3,2
421,4136,1.748051363,5.16343346,3.455742412,0.014678038,4,4,4
422,4153,2.794227292,7.405168162,5.099697727,0.465960985,2,4,3
423,4159,0.406811345,0.492340339,0.449575842,-0.192176949,1,1,1
424,4160,1.066451671,3.099998272,2.083224971,0.159635188,1,3,2
425,4162,2.64432842,0.506567128,1.575447774,-0.638741257,1,7,4
426,4173,1.846152307,3.86881442,2.857483364,0.057031474,1,2,1.5
427,4174,2.082790661,2.888995992,2.485893327,0.294411539,1,5,3
428,4176,0.656444293,1.483165377,1.069804835,0.095617388,1,7,4
429,4187,0.698162643,1.340362133,1.019262388,-0.157181479,1,7,4
430,4188,2.012413419,3.813709919,2.913061669,0.358681703,1,4,2.5
431,4189,3.905961627,8.316311493,6.11113656,0.185483945,1,7,4
432,4198,1.315503775,2.242464087,1.778983931,0.052771492,1,4,2.5
433,4207,0.266822679,0.903320802,0.585071741,0.181316152,1,6,3.5
434,4212,1.882610964,6.681083116,4.28184704,0.21036985,7,7,7
435,4229,4.471931162,11.40263415,7.937282657,0.21193363,1,6,3.5
436,4230,0.600505735,1.167814574,0.884160154,0.143962042,1,6,3.5
437,4231,1.259000939,1.754241005,1.506620972,-0.621637192,1,7,4
438,4233,1.363702717,3.376067643,2.36988518,-0.124226767,1,5,3
439,4242,2.579140637,5.195371793,3.887256215,0.465960985,1,5,3
440,4243,0.487952529,1.593368174,1.040660352,-0.472168345,2,3,2.5
441,4246,1.701494095,1.864910767,1.783202431,-0.91818824,1,3,2
442,4248,3.63187628,8.193040965,5.912458623,0.21888476,1,4,2.5
443,4258,2.647119962,5.719649063,4.183384512,0.464901843,1,6,3.5
444,4274,0.812150906,1.615499812,1.213825359,0.627056696,1,6,3.5
445,4285,0.492418084,1.048219234,0.770318659,0.472945231,1,7,4
446,4292,0.815813348,1.204341833,1.010077591,0.282342597,1,7,4
447,4304,1.482031995,2.620759202,2.051395598,0.197596453,1,1,1
448,4315,5.279260671,11.76433128,8.521795977,0.321990043,6,5,5.5
449,4317,1.089508705,1.638459243,1.363983974,-0.483919914,1,3,2
450,4318,1.508176871,2.418953389,1.96356513,0.560998668,1,4,2.5
451,4327,0.000432786,1.019040833,0.50973681,0.046955356,1,6,3.5
452,4337,0.830188705,1.893886953,1.362037829,0.330035273,1,6,3.5
453,4340,2.728626801,5.35897306,4.043799931,0.056431193,4,3,3.5
454,4348,0.34664937,0.680114538,0.513381954,-1.038146913,3,1,2
455,4350,0.972696543,2.641663893,1.807180218,0.095617388,1,7,4
456,4351,0.900927483,1.457633124,1.179280304,-0.030754475,1,2,1.5
457,4358,2.413242047,5.586640421,3.999941234,-0.440368703,2,3,2.5
458,4371,2.604477131,5.335462823,3.969969977,-0.058098241,1,5,3
459,4372,0.994376008,3.491122352,2.24274918,-0.007847164,1,7,4
460,4374,2.505862401,5.211820924,3.858841662,0.696707616,1,7,4
461,4386,1.281314104,2.663600828,1.972457466,0.520907762,1,5,3
462,4394,2.173006532,4.442429259,3.307717896,0.392719671,1,6,3.5
463,4408,0.489137933,2.150534705,1.319836319,-0.463792724,1,1,1
464,4416,0.587810564,1.497243667,1.042527115,-0.007237142,1,5,3
465,4425,1.215506907,0.942828615,1.079167761,-1.608632519,1,3,2
466,4432,2.112564587,4.141675337,3.127119962,0.528655637,2,6,4
467,4434,0.984836168,2.096438468,1.540637318,0.40363786,1,3,2
468,4448,3.008954455,2.723649156,2.866301805,-0.601942058,1,4,2.5
469,4469,2.593352719,5.077413003,3.835382861,0.16295265,1,7,4
470,4474,0.651082733,0.331424888,0.491253811,-1.521407276,1,3,2
471,4476,3.069431709,7.262135807,5.165783758,0.560447504,1,7,4
472,4486,1.536539696,3.814973188,2.675756442,-0.934758195,1,2,1.5
473,4537,0.074825401,0.160823376,0.117824389,-0.456810809,1,7,4
474,4555,0.222052505,0.938897875,0.58047519,-0.635681,1,3,2
475,4577,1.18730858,4.021287828,2.604298204,0.282342597,3,7,5
476,4579,4.294761958,9.143084727,6.718923342,0.27700081,1,6,3.5
477,4597,0.39222148,2.589512281,1.49086688,-0.333219614,1,7,4
478,4603,3.68388895,5.968598863,4.826243907,0.222593614,1,6,3.5
479,4614,1.221162818,1.789666482,1.50541465,-0.122191559,1,2,1.5
480,4619,1.096689553,2.256194747,1.67644215,-0.146818228,1,6,3.5
481,4626,1.329958527,4.734141764,3.032050146,0.246579349,1,5,3
482,4630,1.026646804,2.36343671,1.695041757,0.186991417,1,7,4
483,4642,0.195755886,0.985023162,0.590389524,-0.215507262,1,7,4
484,4643,1.13728998,0.747545995,0.942417988,-0.215507262,1,5,3
485,4663,0.405289792,1.695560747,1.050425269,0.05290539,3.5,2,2.75
486,4667,2.694259658,3.362822091,3.028540875,-1.402851976,2.5,3.5,3
487,4678,0.78696019,1.734943986,1.260952088,-0.092516526,1.5,5.5,3.5
488,4686,1.856653375,5.969953579,3.913303477,0.178274186,5.5,5.5,5.5
489,4692,3.440491975,4.531934512,3.986213243,-0.846150194,2,3.5,2.75
490,4694,1.083457747,2.761071174,1.92226446,-0.45604485,3,3,3
491,4707,1.46955915,3.029068658,2.249313904,1.295751546,3.5,6,4.75
492,4727,0.432877489,0.79852373,0.61570061,-0.17663896,2.5,3,2.75
493,4732,1.192542545,2.766643198,1.979592871,-0.091881912,1,7,4
494,4743,2.762916951,6.398597634,4.580757292,0.573326046,6,4.5,5.25
495,4751,3.156251132,7.202641985,5.179446558,0.406810846,2.5,7,4.75
496,4772,1.443535458,4.678374723,3.060955091,0.134476996,2,5.5,3.75
497,4790,0.70871163,1.188278957,0.948495294,1.161665519,2.5,5.5,4
498,4801,1.730164178,3.774998168,2.752581173,-0.002036156,1.5,6.5,4
499,4812,0.400367498,0.30739312,0.353880309,-0.957776183,2.5,2.5,2.5
500,4817,3.063926348,3.649226167,3.356576257,-0.500963464,4,5,4.5
501,4821,-0.394421878,1.503452164,0.554515143,0.036029557,1.5,7,4.25
502,4825,3.874402057,7.374103532,5.624252794,0.676690643,1,7,4
503,4833,0.492418084,2.060949403,1.276683743,0.801907498,2,7,4.5
504,4850,1.498960438,3.433423119,2.466191779,-0.23232103,3,7,5
505,4852,0.513323402,1.181718355,0.847520879,-0.148464248,2,3.5,2.75
506,4859,0.94032449,1.872482703,1.406403596,-1.75748991,4.5,2,3.25
507,4865,0.070502362,0.164266734,0.117384548,-0.528315939,3,6.5,4.75
508,4868,1.387790883,1.002970725,1.195380804,-0.72692296,3.5,4,3.75
509,4877,1.337556829,3.746158586,2.541857707,-0.442407899,1.5,1,1.25
510,4878,0.505731764,1.46697107,0.986351417,-0.192176949,2,1,1.5
511,4880,1.091206987,1.282647454,1.186927221,-0.506883806,3.5,2,2.75
512,4882,2.661523789,4.494402917,3.577963353,0.680691107,3.5,3.5,3.5
513,4883,2.990446266,5.634748916,4.312597591,0.587875949,2.5,5,3.75
514,4920,0.513323402,1.181718355,0.847520879,-0.081421235,1,7,4
515,4925,0.422734142,0.224740438,0.32373729,-0.803394563,3,3,3
516,4927,3.360131124,7.417177129,5.388654126,0.501236676,3,7,5
517,4928,0.982806374,2.03717671,1.509991542,0.187125315,3,5,4
518,4938,2.157613352,4.984332347,3.57097285,0.282342597,3.5,4,3.75
519,4944,0.149650803,0.321646753,0.235648778,-0.814551191,3,4.5,3.75
520,4955,0.404690537,0.303949762,0.35432015,-0.712339654,3,2.5,2.75
521,4968,2.7691235,6.21951868,4.49432109,0.052857271,3.5,7,5.25
522,4972,1.559484922,3.798286017,2.67888547,0.397078286,2,3,2.5
523,5004,0.745181377,1.213175278,0.979178327,-1.284337708,1.5,7,4.25
524,5037,1.070500861,3.004538894,2.037519878,0.39128439,2,5,3.5
525,5046,6.48218073,7.002785167,6.742482948,-0.781439355,2.5,3.5,3
526,5047,0,0,0,-0.528315939,4,4,4
527,5051,1.097365559,2.530858777,1.814112168,-0.089559642,3.5,7,5.25
528,5056,1.579367261,3.316319348,2.447843305,0.095617388,1.5,4,2.75
529,5057,3.24417418,6.434075663,4.839124922,0.532049068,4,6,5
530,5084,1.980650239,2.911216698,2.445933469,-0.70968191,3.5,6.5,5
531,5093,0.978695599,3.107755145,2.043225372,0.294411539,2,6.5,4.25
532,5099,1.005741486,2.229937589,1.617839538,0.467874329,3.5,7,5.25
533,5104,2.261752167,4.492711364,3.377231765,0.50620034,3,7,5
534,5109,0.568900209,2.937431779,1.753165994,0.698133734,5,5,5
535,5124,2.282653802,4.899366481,3.591010141,0.224991838,2,4.5,3.25
536,5127,0.543608488,2.033640696,1.288624592,0.222754767,6,3.5,4.75
537,5128,1.098155898,1.889864419,1.494010158,-0.287706207,7,5.5,6.25
538,5135,3.139471503,6.728862369,4.934166936,0.42957936,2.5,4,3.25
539,5149,2.310715329,4.37357289,3.34214411,0.377620805,3.5,3,3.25
540,5156,1.615478455,3.654587686,2.63503307,0.28212831,2,7,4.5
541,5157,1.057783605,1.337417971,1.197600788,-0.389260817,3.5,5.5,4.5
542,5158,1.431294162,4.25373691,2.842515536,0.261787496,6,5.5,5.75
543,5169,1.238694418,4.122698556,2.680696487,0.455404069,6,4,5
544,5185,4.480674071,4.872425231,4.676549651,-0.677041536,3,4,3.5
545,5194,1.592703605,4.451569439,3.022136522,0.048426476,3,2,2.5
546,5199,0.436375135,1.964792202,1.200583668,0.741491781,2,2,2
547,5205,4.046595826,7.496946307,5.771771066,-0.615959814,4,3,3.5
548,5206,0.588148804,1.342541732,0.965345268,-0.091881912,2,5,3.5
549,5219,1.174996464,3.3131202,2.244058332,0.39128439,4,3,3.5
550,5221,1.451689955,3.027471351,2.239580653,-0.170829798,4,4,4
551,5225,1.573379606,3.309634659,2.441507133,0.707632972,4,3,3.5
552,5260,1.327074696,3.213182057,2.270128377,0.330035273,2,5,3.5
553,5270,0.836718666,1.337840954,1.08727981,0.192941451,1,5,3
554,5279,0.513323402,1.181718355,0.847520879,-0.084908127,2,4,3
555,5293,1.240752709,3.628995493,2.434874101,0.578132114,2,5,3.5
556,5319,0.772259009,1.453796884,1.113027946,-0.17663896,1,4,2.5
557,5339,1.026646804,2.36343671,1.695041757,0.397078286,2,4,3
558,5364,1.106153929,1.492537712,1.29934582,-0.202535608,2,4,3
559,5365,1.957228497,4.590184422,3.27370646,0.231856414,3,3,3
560,5381,1.306064912,3.34327373,2.324669321,-0.000129436,1,3,2
561,5382,1.913390428,3.397375592,2.65538301,-0.019480841,2,3,2.5
562,5391,2.710100142,7.017452612,4.863776377,0.172268583,1,7,4
563,5397,0.400367498,0.30739312,0.353880309,-0.627825982,3,4,3.5
564,5435,0.566056801,1.18939151,0.877724155,-0.091107822,1,1,1
565,5453,0.998266262,2.468638161,1.733452211,0.192941451,2,3,2.5
566,5458,5.405131581,10.78003787,8.092584724,0.067736898,2,3,2.5
567,5482,1.467368334,0.449380045,0.95837419,-2.573871908,1,1,1
568,5493,1.627477497,1.631463449,1.629470473,-0.45604485,4,1,2.5
569,5511,0.583825764,1.34598509,0.964905427,0.251230864,2,3,2.5
570,5513,0.492418084,1.048219234,0.770318659,0.698133734,2,2,2
571,5529,3.488378113,5.626635182,4.557506647,0.195191034,2,3,2.5
572,5532,1.618414627,3.192510648,2.405462638,0.119948404,2,1,1.5
573,5533,4.595891742,5.952323697,5.274107719,-0.288677206,2,2,2
574,5543,3.652096759,8.894409223,6.273252991,0.372026373,4,4,4
575,5570,0.586962119,1.322890631,0.954926375,0.338752504,4,1,2.5
576,5583,1.847920371,4.159041596,3.003480983,0.393770383,2,3,2.5
577,5596,1.005741486,2.229937589,1.617839538,0.467874329,2,4,3
578,5618,0.625375299,1.197351553,0.911363426,0.151281151,2,2,2
579,5632,3.063963254,6.619429749,4.841696502,0.407101941,2,4,3
580,5637,2.437017758,6.141536465,4.289277112,0.811281198,4,2,3
581,5665,1.808171092,4.16598604,2.987078566,0.372026373,4,6,5
582,5675,1.959779037,3.944209406,2.951994221,0.29789149,4,7,5.5
583,5677,1.493637277,3.069771521,2.281704399,-0.156402797,4,1,2.5
584,5680,0.285241946,0.789266734,0.53725434,-0.40570504,4,5,4.5
585,5689,3.211892401,8.072162029,5.642027215,0.22416057,4,5,4.5
586,5718,0.835779574,2.196363308,1.516071441,0.029526958,4,6,5
587,5763,2.321494494,6.360434564,4.340964529,0.381280867,5,6,5.5
588,5764,1.026646804,2.36343671,1.695041757,0.22770302,5,6,5.5
589,5774,1.395894689,3.156694849,2.276294769,-0.087230397,5,6,5.5
590,5776,1.237380931,2.731492266,1.984436598,0.467874329,6,6,6
591,5786,0.00080247,0.002899234,0.001850852,-0.528315939,5,6,5.5
592,5803,1.387650853,3.053989727,2.22082029,0.634030481,4,2,3
593,5804,1.522660871,3.425551227,2.474106049,0.472945231,5,3,4
594,5827,1.507224282,1.666950423,1.587087352,-0.783097303,4,4,4
595,5833,2.666293024,4.252517039,3.459405032,0.026040065,6,2,4
596,5836,1.002740026,0.399344285,0.701042156,-1.075808308,5,3,4
597,5837,0.740326794,1.190608219,0.965467507,-0.17663896,5,4,4.5
598,5860,0.751326404,1.784156734,1.267741569,-1.197560419,4,5,4.5
599,5873,0.740899345,3.66971784,2.205308593,0.608884949,5,1,3
600,5879,1.005741486,2.229937589,1.617839538,0.397078286,5,5,5
601,5885,0.986942581,1.255393569,1.121168075,-1.533016084,4,3,3.5
602,5893,2.616566661,7.342651915,4.979609288,0.737012866,7,4,5.5
603,5895,1.96300277,2.608595229,2.285798999,-0.511366617,5,4,4.5
604,5897,2.111492522,4.716702202,3.414097362,0.39128439,5,6,5.5
605,5899,2.593252958,5.70760887,4.150430914,0.313429478,5,5,5
606,5904,3.527652244,4.741946456,4.13479935,0.131784635,5,3,4
607,5905,0.772259009,1.453796884,1.113027946,-0.17663896,5,6,5.5
608,5919,3.748578595,5.038068755,4.393323675,0.105742947,5,1,3
609,5926,1.762988884,3.622682174,2.692835529,0.560998668,5,4,4.5
610,5927,1.367936302,3.077507172,2.222721737,0.192941451,5,4,4.5
611,5932,1.821072288,6.0917607,3.956416494,0.045528388,6,2,4
612,5940,1.469390116,3.098341185,2.283865651,0.184643498,5,4,4.5
613,5956,2.054644109,5.094149643,3.574396876,0.537466116,5,4,4.5
614,5969,0.422734142,0.224740438,0.32373729,-1.223568302,5,1,3
615,5970,0.00080247,0.002899234,0.001850852,-0.528315939,5,2,3.5
616,5982,0.90230221,1.802716735,1.352509473,0.680691107,5,1,3
617,5989,1.350042068,2.51955931,1.934800689,0.29789149,5,4,4.5
618,5990,0.774087359,1.586852189,1.180469774,0.164998028,5,5,5
619,5995,1.216475613,2.597993145,1.907234379,0.467874329,5,6,5.5
620,6026,0.509394206,1.055813092,0.782603649,-0.17663896,5,5,5
621,6034,1.78760288,2.404995906,2.096299393,-0.151993552,5,3,4
622,6040,0.933644245,0.454105589,0.693874917,-0.355509151,5,2,3.5
623,6044,2.305296986,4.507024255,3.406160621,0.822441246,4,1,2.5
624,6046,3.801994271,7.438172052,5.620083161,0.255191285,5,5,5
625,6057,1.093222692,2.147672735,1.620447713,-0.048951958,4,3,3.5
626,6071,3.298981669,7.218436865,5.258709267,0.435396598,7,4,5.5
627,6075,0.913331165,1.481776343,1.197553754,0.010546354,5,5,5
628,6099,0.393679908,0.319296579,0.356488243,-0.336459886,5,4,4.5
629,6106,0.895591363,3.031369449,1.963480406,0.383536668,5,3,4
630,6117,1.31435521,2.631556287,1.972955749,0.327127205,5,5,5
631,6141,1.828794527,4.901176415,3.364985471,-0.534685834,5,6,5.5
632,6163,0.295021853,0.697591041,0.496306447,1.581839258,5,1,3
633,6168,1.225171556,1.327680284,1.27642592,0.036091622,1,1,1
634,6180,0.809262699,2.360363759,1.584813229,0.251230864,2,6,4
635,6195,1.003150375,3.572266435,2.287708405,-0.086177356,2,4,3
636,6209,1.142608325,1.769004748,1.455806537,0.035752586,5,4,4.5
637,6227,0.507528091,1.131160717,0.819344404,0.143962042,2,3,2.5
638,6231,1.026646804,2.36343671,1.695041757,0.534552363,4,5,4.5
639,6243,0.684308251,1.556718355,1.120513303,0.119948404,4,5,4.5
640,6285,0.324659551,0.157654884,0.241157217,-0.635681,6,4,5
641,6294,4.288720004,6.611725916,5.45022296,-0.059101889,1,3,2
642,6297,0.401707153,0.455075721,0.428391437,-0.367268348,3,7,5
643,6300,0.929885325,2.278875357,1.604380341,0.244257079,4,6,5
644,6314,0.774858636,1.608541603,1.19170012,0.550896564,1,7,4
645,6325,0.425857045,0.466192349,0.446024697,-0.157181479,2,4,3
646,6326,0.917953801,1.716704214,1.317329008,0.830900343,2,2,2
647,6327,1.556668567,3.404892182,2.480780375,0.282342597,3,6,4.5
648,6329,1.123060371,2.606368452,1.864714411,0.192941451,5,7,6
649,6335,1.888312773,4.204914083,3.046613428,0.28212831,2,7,4.5
650,6341,1.026646804,2.36343671,1.695041757,0.261787496,3,5,4
651,6345,1.636383773,4.762310622,3.199347197,0.083161368,4,7,5.5
652,6365,2.871302625,8.120722566,5.496012596,0.08778174,5,3,4
653,6370,2.540773737,4.749683636,3.645228687,-0.396963897,3,4,3.5
654,6378,0.202847394,0.163173979,0.183010687,0.002445961,3,5,4
655,6386,0.562713705,0.795593957,0.679153831,-0.621637192,4,4,4
656,6395,3.110429871,4.83003118,3.970230525,-0.187446047,5,4,4.5
657,6399,0.392913809,0.115003476,0.253958643,-0.635681,1,2,1.5
658,6404,2.819175547,7.649190909,5.234183228,0.241934809,6,7,6.5
659,6405,1.154132743,2.186311336,1.67022204,0.472945231,2,7,4.5
660,6416,0.372420605,0.51628378,0.444352192,-0.254375563,4,1,2.5
661,6418,1.005741486,2.229937589,1.617839538,0.341930427,2,5,3.5
662,6430,2.265352674,2.911743639,2.588548157,-1.034355619,2,1,1.5
663,6440,1.431953216,2.184559603,1.80825641,-0.138097134,2,3,2.5
664,6445,0.555544328,1.222434325,0.888989326,-0.023366696,3,6,4.5
665,6465,0.923669696,4.472748479,2.698209088,0.141315613,7,4,5.5
666,6468,1.159491231,2.07583367,1.617662451,-0.71136072,5,3,4
667,6469,1.150723936,2.742594474,1.946659205,0.528655637,4,6,5
668,6472,2.122141809,5.376242588,3.749192198,0.151281151,4,7,5.5
669,6485,1.458061649,2.832447957,2.145254803,-0.955906355,2,4,3
670,6490,3.359157121,3.41593631,3.387546715,0.134476996,4,3,3.5
671,6497,2.544525062,5.91760781,4.231066436,0.635613851,3,7,5
672,6500,0.513323402,1.946321342,1.229822372,0.035752586,3,5,4
673,6506,0.492418084,1.048219234,0.770318659,0.458130494,3,5,4
674,6514,4.085557908,8.589558409,6.337558158,0.322587301,4,5,4.5
675,6516,4.424223399,8.528879436,6.476551418,0.133353621,5,5,5
676,6519,3.041229542,8.295158247,5.668193894,0.415476012,3,6,4.5
677,6530,2.405210977,7.319398101,4.862304539,0.127222252,3,4,3.5
678,6538,2.487077542,3.616837671,3.051957606,0.399537275,5,3,4
679,6539,0.315929543,0.228955862,0.272442703,-0.031520435,4,7,5.5
680,6546,2.000928603,3.497846364,2.749387484,-0.775069538,5,3,4
681,6554,0.798329439,1.085926344,0.942127891,-1.355225379,1,1,1
682,6570,1.190910455,2.045793436,1.618351945,0.084649777,1,3,2
683,6575,5.940720472,9.548997163,7.744858818,-0.144495957,5,4,4.5
684,6577,0.480910077,0.958771465,0.719840771,-0.425594131,1,3,2
685,6579,1.005300536,2.186923004,1.59611177,-0.501462029,5,4,4.5
686,6595,1.648003756,1.834258119,1.741130938,-0.005492276,5,4,4.5
687,6598,0.513323402,1.181718355,0.847520879,-0.090138466,5,5,5
688,6604,1.553864456,4.033444799,2.793654627,0.75311708,2,6,4
689,6617,2.149707175,4.969805162,3.559756169,0.588243467,2,7,4.5
690,6627,0.605378982,0.417210769,0.511294875,-1.172506304,1,3,2
691,6628,1.333407944,2.577360285,1.955384115,0.920255272,3,7,5
692,6631,0.572823599,0.458810925,0.515817262,-1.922464669,1,2,1.5
693,6639,2.758546542,3.49823065,3.128388596,-1.325460675,4,2,3
694,6644,0.813576126,1.434892962,1.124234544,-0.142947777,4,3,3.5
695,6650,0.906237211,2.309452,1.607844605,0.186991417,1,6,3.5
696,6655,0.764599428,1.304819191,1.03470931,-0.087230397,2,7,4.5
697,6665,1.307703514,3.212840954,2.260272234,0.192941451,1,5,3
698,6666,1.538970516,2.765081832,2.152026174,0.008040394,1,6,3.5
699,6678,1.842643145,4.27912532,3.060884232,0.520907762,1,7,4
700,6711,2.625618395,5.901319791,4.263469093,0.456977176,1,6,3.5
701,6733,1.944860299,1.922834171,1.933847235,-0.400834348,1,1,1
702,6737,1.871433408,3.103689033,2.48756122,0.083161368,1,4,2.5
703,6745,0.537322152,1.07925976,0.808290956,0.181316152,3,5,4
704,6771,2.588148804,2.842541732,2.715345268,-0.081421235,1,1,1
705,6773,2.605714218,4.858682383,3.7321983,0.372026373,1,6,3.5
706,6775,2.411788344,5.999258547,4.205523446,0.249796114,6,4,5
707,6791,1.48728181,3.702788988,2.595035399,-0.083359947,3,2,2.5
708,6797,1.888159085,5.598710212,3.743434649,0.063431717,2,2,2
709,6812,1.882194023,5.336640352,3.609417188,0.470486388,2,7,4.5
710,6813,0.422734142,0.224740438,0.32373729,-1.223568302,1,2,1.5
711,6816,2.049923183,5.085802326,3.567862755,0.580495592,1,4,2.5
712,6819,2.121397975,3.458782099,2.790090037,0.277487257,1,4,2.5
713,6824,1.080566888,2.390760966,1.735663927,0.397078286,1,5,3
714,6847,0.100316949,0.145888032,0.12310249,0.40535279,1,2,1.5
715,6848,0.80075247,1.004106513,0.902429491,-0.165533731,1,1,1
716,6860,0.498929157,0.169075782,0.334002469,-0.635681,1,5,3
