,serial,OBJ_ALG,FAR_ALG,OBJ_FAR_AGG,LDCM,human_obj,human_far,human_objfaragg
1055,10305,0.815813348,1.204341833,1.010077591,-0.087230397,1,7,4
1056,10324,3.448425034,8.557114735,6.002769885,0.411396569,2,5,3.5
1057,10342,1.541616714,2.420014537,1.980815626,-0.328455062,1,3,2
1058,10345,0.409961621,0.277987662,0.343974642,-0.712339654,1,1,1
1059,10347,0.513323402,1.181718355,0.847520879,-0.087230397,1,7,4
1060,10362,2.207837659,5.000403744,3.604120702,0.528655637,1,5,3
1061,10363,1.07990926,1.77303009,1.426469675,-1.192931103,1,1,1
1062,10378,1.535763249,3.271393061,2.403578155,0.587369855,1,7,4
1063,10382,0.588148804,2.3552719,1.471710352,0.186991417,1,6,3.5
1064,10397,1.026646804,2.36343671,1.695041757,0.465960985,2,5,3.5
1065,10400,0.492418084,1.048219234,0.770318659,-0.258620319,1,3,2
1066,10408,0.492418084,1.048219234,0.770318659,0.251230864,1,7,4
1067,10415,2.598131172,6.877527361,4.737829267,-0.350387373,3,1,2
1068,10423,3.217299611,5.81885959,4.518079601,0.213033816,1,3,2
1069,10427,1.970513142,4.486565018,3.22853908,0.556705727,1,6,3.5
1070,10430,0.850431203,1.822740843,1.336586023,0.085823657,1,6,3.5
1071,10461,0.588951274,1.345440965,0.96719612,-0.088890158,1,6,3.5
1072,10491,0.492418084,1.048219234,0.770318659,-0.087230397,1,6,3.5
1073,10495,0.939777783,2.185400274,1.562589028,0.383536668,1,4,2.5
1074,10538,0,0,0,-0.192176949,1,7,4
1075,10539,0.85757458,2.021832556,1.439703568,0.164998028,1,6,3.5
1076,10548,1.704421262,3.608282184,2.656351723,0.655793016,1,5,3
1077,10583,0.930741342,0.919932004,0.925336673,-0.313585818,1,1,1
1078,10592,1.006589931,2.404290625,1.705440278,0.371370353,1,5,3
1079,10607,2.882592282,6.553299142,4.717945712,0.431860161,2,6,4
1080,10613,3.189237926,5.338885828,4.264061877,0.036500742,3,5,4
1081,10616,1.102155053,2.47286933,1.787512192,-0.084908127,1,5,3
1082,10625,1.812107883,3.357236078,2.584671981,0.732533952,1,1,1
1083,10631,2.923718072,8.508566494,5.716142283,0.485804406,1,4,2.5
1084,10639,4.811024001,10.16907382,7.490048909,0.273634553,2,5,3.5
1085,10646,1.834263951,3.364371429,2.59931769,-1.076974631,1,1,1
1086,10649,0.568557544,1.687526749,1.128042147,-0.192176949,1,1,1
1087,10650,0.513323402,1.181718355,0.847520879,-0.084908127,1,5,3
1088,10652,1.054070647,0.877081556,0.965576102,-0.165533731,1,2,1.5
1089,10663,2.895997687,9.066766747,5.981382217,0.294404597,1,3,2
1090,10691,0.080096485,0.134861276,0.107478881,0.181316152,1,2,1.5
1091,10695,2.232707764,4.420232079,3.326469921,-0.908082572,1,3,2
1092,10698,0.586962119,1.322890631,0.954926375,-0.087230397,1,4,2.5
1093,10709,0.492418084,4.847677937,2.670048011,0.388361056,7,6,6.5
1094,10711,0.277426383,0.712408275,0.494917329,0.269175378,4,4,4
1095,10743,5.200393288,9.320196098,7.260294693,0.276579314,2,4,3
1096,10744,0.283458012,0.49441499,0.388936501,-0.215507262,1,4,2.5
1097,10762,2.329013417,5.077898826,3.703456121,0.279956973,3,2,2.5
1098,10778,2.149707175,4.969805162,3.559756169,0.519595396,1,5,3
1099,10781,0.840237772,0.770829096,0.805533434,-0.254375563,1,3,2
1100,10786,1.931767766,4.076680553,3.00422416,0.658506027,2,4,3
1101,10811,3.737977937,6.506911917,5.122444927,0.157251074,5,6,5.5
1102,10826,0.404690537,0.303949762,0.35432015,-0.534379343,5,6,5.5
1103,10843,0.779888864,0.363998032,0.571943448,-0.621637192,2,4,3
1104,10871,5.257893629,12.96467784,9.111285736,0.576173303,7,4,5.5
1105,10874,1.37695522,3.423347675,2.400151448,0.192941451,4,2,3
1106,10950,0.690747031,1.547366799,1.119056915,0.121865628,5,3,4
1107,10956,3.521849209,7.309193678,5.415521444,0.58388981,5,2,3.5
1108,10958,0.574547988,2.008124394,1.291336191,0.095617388,4,3,3.5
1109,10979,1.258648013,1.628306067,1.44347704,0.412326574,5,5,5
1110,10981,0.433608196,0.79852373,0.616065963,0.381318852,4,3,3.5
1111,11013,0.393880884,0.437292579,0.415586732,0.305968135,5,2,3.5
1112,11040,0.492418084,1.048219234,0.770318659,-0.081421235,3,3,3
1113,11055,2.982737192,8.182169141,5.582453167,0.49420201,4,3,3.5
1114,11060,2.951616622,4.511766095,3.731691358,0.326303121,6,3,4.5
1115,11063,1.335606622,2.373063975,1.854335298,0.251230864,5,6,5.5
1116,11065,1.992609017,3.118893941,2.555751479,0.494964454,7,3,5
1117,11079,1.862761235,4.18699237,3.024876803,0.397078286,6,5,5.5
1118,11083,1.851277645,4.698163406,3.274720526,0.38958961,5,4,4.5
1119,11087,2.824479071,9.259820756,6.042149914,-0.042420837,4,1,2.5
1120,11118,2.282024484,4.08970945,3.185866967,-0.284013245,2,4,3
1121,11126,0.604275344,2.431151063,1.517713204,0.472945231,6,4,5
1122,11138,2.206444522,4.70201676,3.454230641,0.189408051,5,4,4.5
1123,11153,1.723680838,2.60210399,2.162892414,-0.079268236,5,4,4.5
1124,11159,1.224407794,1.974403971,1.599405882,0.314640817,5,1,3
1125,11166,2.257861965,5.620800486,3.939331225,-0.681415421,3,2,2.5
1126,11170,1.534035743,4.595994755,3.065015249,0.39128439,4,3,3.5
1127,11171,0.699322344,2.081408848,1.390365596,0.119948404,3,4,3.5
1128,11176,2.005215349,2.518985857,2.262100603,-0.232643314,4,2,3
1129,11182,0,0,0,-0.528315939,3,1,2
1130,11188,0.680440977,0.932610689,0.806525833,-0.719537782,2,1,1.5
1131,11190,0,0.42088796,0.21044398,0.022553173,3,5,4
1132,11193,0.197114639,0.769078584,0.483096612,-0.254375563,3,1,2
1133,11195,0.513323402,1.181718355,0.847520879,-0.084908127,5,6,5.5
1134,11197,0.323611657,0.159277932,0.241444794,-0.215507262,5,7,6
1135,11202,0.665175102,2.122769315,1.393972208,-0.098855696,5,6,5.5
1136,11206,1.483804173,3.356820228,2.420312201,0.29789149,6,3,4.5
1137,11233,2.987690939,6.781919678,4.884805309,0.29977438,6,7,6.5
1138,11236,3.300242309,5.87874631,4.589494309,0.246579349,6,6,6
1139,11240,1.228182097,3.519801507,2.373991802,0.598447925,4,4,4
1140,11251,1.552687803,2.116830113,1.834758958,-0.349025281,1,1,1
1141,11280,1.169030988,2.131125479,1.650078234,0.244257079,6,5,5.5
1142,11288,1.019738399,2.099116368,1.559427384,-0.528315939,3,1,2
1143,11309,0.535805978,0.407388034,0.471597006,-1.922464669,2,3.5,2.75
1144,11312,1.381307636,2.900671903,2.14098977,0.201887548,2.5,6.5,4.5
1145,11321,1.181159768,1.740686227,1.460922997,0.022553173,1.5,3.5,2.5
1146,11329,1.636184618,6.126978388,3.881581503,-0.485324501,4,4.5,4.25
1147,11337,2.009504244,3.531936715,2.77072048,1.178308282,7,2,4.5
1148,11340,1.790386934,4.758530078,3.274458506,-0.251890833,5,2,3.5
1149,11374,1.123060371,2.606368452,1.864714411,0.270724715,4.108108108,4.378378378,4.243243243
1150,11377,2.689601894,6.732316785,4.710959339,0.227369853,2.875,4.6875,3.78125
1151,11390,0.399013579,0.285546533,0.342280056,-0.528315939,2.551724138,4.103448276,3.327586207
1152,11403,0,0,0,-0.957776183,2.035714286,4.785714286,3.410714286
1153,11426,1.119004519,2.743668916,1.931336718,-0.536956515,2.793103448,4.655172414,3.724137931
1154,11432,1.250961015,3.808034187,2.529497601,-0.010451142,3.3125,4.25,3.78125
1155,11447,1.902747159,2.648587459,2.275667309,-0.618050074,2.780487805,2.547619048,2.664053426
1156,11454,1.379922182,2.681169891,2.030546037,-0.044300443,3.357142857,3.209302326,3.283222591
1157,11456,1.538275951,2.975679905,2.256977928,-0.642770059,2.53125,4.03125,3.28125
1158,11469,1.348426825,1.96394414,1.656185482,-0.084908127,2.75,3.4375,3.09375
1160,11481,0.316966049,-0.000699858,0.158133095,0.461319932,2.777777778,4.777777778,3.777777778
1162,11487,0.632033498,0.123030725,0.377532112,-1.020972011,3.125,5,4.0625
1163,11493,3.524148209,6.083839466,4.803993838,0.374952453,3.25,4.34375,3.796875
1164,11507,2.134221974,5.099599936,3.616910955,-1.048985746,3.297297297,2.837837838,3.067567568
1165,11514,1.810145872,3.482625903,2.646385887,0.376915814,4.074074074,3.37037037,3.722222222
1166,11529,0.24661272,0.53872261,0.392667665,-0.157181479,2.815789474,3.131578947,2.973684211
1167,11543,0.192465313,0.374203616,0.283334464,-0.501570113,2.25,5.03125,3.640625
1168,11545,1.569889547,5.722263142,3.646076344,0.55733562,3.4375,4.25,3.84375
1169,11548,2.618701264,6.598350277,4.60852577,0.680691107,3.03125,3.96875,3.5
1170,11553,1.311528202,0.971384266,1.141456234,-1.201919034,3.269230769,4.615384615,3.942307692
1171,11564,3.936141729,3.891876046,3.914008887,-0.343622498,2.535714286,3.464285714,3
1172,11567,1.479710493,0.353357622,0.916534057,-0.837243143,2.6875,3.75,3.21875
1173,11604,1.215115567,4.044028135,2.629571851,-0.054921406,2.833333333,2.25,2.541666667
1174,11612,2.422531375,2.268888349,2.345709862,0.149111295,3.037037037,4.111111111,3.574074074
1175,11614,1.401367799,2.061119735,1.731243767,0.017844136,2.428571429,3.285714286,2.857142857
1176,11619,1.119267727,1.551380243,1.335323985,-1.662437153,3.375,3.53125,3.453125
1177,11621,2.545342331,5.147629588,3.846485959,0.526925997,3.185185185,4.62962963,3.907407407
1178,11633,2.982832182,3.872046958,3.42743957,-0.079268236,3.682926829,4,3.841463415
1179,11673,2.224568629,3.93956207,3.082065349,-0.571024846,3.285714286,2.674418605,2.980066445
1180,11680,1.821193057,4.564478706,3.192835882,0.044498506,3.178571429,5.107142857,4.142857143
1181,11682,4.14887363,4.725480357,4.437176994,-0.363260981,2.935483871,3.193548387,3.064516129
1182,11690,2.160207739,4.642512856,3.401360297,0.127965109,3.3,5.633333333,4.466666667
1184,11704,0.387604081,0.275914769,0.331759425,-0.509450912,3.5,5.78125,4.640625
1185,11707,0.065473104,0.121324454,0.093398779,-0.848814062,2.1875,4.3125,3.25
1186,11734,1.922303518,2.35219079,2.137247154,-0.299364043,3.095238095,2.604651163,2.849944629
1187,11746,0.27523969,0.222927223,0.249083456,-1.564509557,2.697674419,2.681818182,2.6897463
1188,11755,2.556670361,3.091613284,2.824141823,-1.317043317,2.448275862,5.034482759,3.74137931
1189,11763,1.922411085,1.116413519,1.519412302,-1.260016528,2.4375,4.0625,3.25
1190,11785,1.130411261,3.148817066,2.139614164,0.20781069,2.962962963,4.148148148,3.555555556
1191,11803,1.685331812,2.460193317,2.072762565,-0.015836106,3.148148148,3,3.074074074
1192,11814,0.888979296,1.669782621,1.279380959,-0.037558468,2.65625,4.625,3.640625
1193,11834,1.608749704,3.344938823,2.476844263,-0.665128091,3,4,3.5
1194,11845,2.39539298,4.398019019,3.396705999,-0.839975025,3.375,3.9375,3.65625
1195,11854,0.737604081,0.984248102,0.860926092,-0.926597325,2.214285714,3.321428571,2.767857143
1196,11864,0.842760231,2.001574479,1.422167355,0.217959185,2.666666667,3.481481481,3.074074074
1197,11867,2.980169246,6.451495511,4.715832378,0.680691107,3.71875,4.1875,3.953125
1198,11870,0.913984251,2.367156214,1.640570232,0.009102159,3.40625,3.84375,3.625
1199,11875,0.340928854,1.014985639,0.677957247,-0.098855696,2.884615385,4.846153846,3.865384615
1200,11883,0.456877149,1.075961067,0.766419108,0.461319932,2.90625,3.875,3.390625
1201,11888,0.898834729,0.882768874,0.890801801,-0.887682363,3,3.15625,3.078125
1202,11903,2.339466832,5.098217232,3.718842032,0.240072808,3.03125,3.4375,3.234375
1203,11905,4.684599201,3.031285229,3.857942215,0.234217741,4.125,4.9375,4.53125
1204,11914,1.35937992,3.175739736,2.267559828,0.335488332,3.142857143,3.279069767,3.210963455
1205,11935,1.910145111,5.367132888,3.638638999,0.250125528,3.884615385,4.153846154,4.019230769
1206,11956,3.414364798,4.309172627,3.861768713,-0.980078025,3.03125,4.15625,3.59375
1207,11958,0.862343201,2.18729893,1.524821065,0.147457343,3.24137931,5,4.120689655
1208,11973,0.282440552,0.560322369,0.421381461,0.741491781,2.666666667,3.777777778,3.222222222
1209,11988,1.774008115,3.577789935,2.675899025,-0.09418189,3.37037037,3.074074074,3.222222222
1210,11990,3.025287597,7.313463368,5.169375482,0.311535207,4.225806452,4.774193548,4.5
1211,11999,2.810060952,5.443931661,4.126996306,0.96405637,3.807692308,4.346153846,4.076923077
1212,12003,1.759305014,3.048108099,2.403706556,0.017844136,2.8125,3.90625,3.359375
1213,12056,1.556810578,1.653658541,1.605234559,-0.142947777,2.259259259,4.851851852,3.555555556
1214,12069,4.398394283,8.982413179,6.690403731,0.571089554,3.258064516,5.161290323,4.209677419
1215,12077,3.046680791,4.756835888,3.901758339,-0.199306934,3.8125,4.25,4.03125
1216,12101,0.321175119,0.691036225,0.506105672,0.741491781,3.21875,3.4375,3.328125
1217,12118,2.380835888,4.314148606,3.347492247,0.348135248,3.8125,4.8125,4.3125
1218,12128,2.251001351,5.786763377,4.018882364,0.136912574,3.46875,5.15625,4.3125
1219,12145,2.491754265,4.725743754,3.608749009,-0.408075345,3.107142857,3.464285714,3.285714286
1220,12147,0.877160966,1.875035945,1.376098456,-0.141270206,3.547619048,4.465116279,4.006367663
1221,12153,2.184423492,4.203309199,3.193866346,-0.137723998,4.540540541,5.189189189,4.864864865
1222,12178,2.923408619,5.130844228,4.027126423,-0.068008573,3.095238095,2.813953488,2.954595792
1223,12187,1.975056617,2.694355501,2.334706059,-0.723272327,3.513513514,3.378378378,3.445945946
1224,12188,0.422303104,3.756799519,2.089551312,1.581839258,3.166666667,3.093023256,3.129844961
1225,12193,2.004200612,3.623869273,2.814034942,-0.047779429,3.023255814,3.409090909,3.216173362
1226,12195,1.794898395,4.22878636,3.011842378,-0.656475901,4.375,3.3125,3.84375
1227,12214,2.066318669,3.949222895,3.007770782,0.143805964,3.375,4.0625,3.71875
1228,12237,0,0,0,0.461319932,2.259259259,4.518518519,3.388888889
1229,12244,0.99616564,5.412867689,3.204516664,-0.008758734,3.851851852,3.777777778,3.814814815
1230,12259,2.50878732,3.613808746,3.061298033,-1.254190557,2.571428571,4,3.285714286
1231,12263,1.219208261,3.974754852,2.596981557,0.299612202,3.84375,4.625,4.234375
1232,12265,1.304955234,3.956335682,2.630645458,0.178274186,4.59375,5.4375,5.015625
1233,12270,1.751614326,5.492744404,3.622179365,0.276453046,3,4.34375,3.671875
1234,12276,2.582592286,5.002053721,3.792323003,0.298818595,3.84375,3.75,3.796875
1235,12295,1.270631098,3.471698545,2.371164821,0.304813188,3.189189189,4.621621622,3.905405405
1236,12298,2.000099264,3.42923747,2.714668367,0.327127205,3.297297297,3.864864865,3.581081081
1237,12315,1.870673692,1.814194339,1.842434015,-0.451001646,2.944444444,5.055555556,4
1238,12321,1.861195892,3.831730449,2.846463171,0.196120764,3.814814815,4.666666667,4.240740741
1239,12322,0.773654573,1.580541524,1.177098049,-0.148464248,2.710526316,3.184210526,2.947368421
1240,12331,1.384595606,3.033191699,2.208893653,0.344552116,4.105263158,5.947368421,5.026315789
1241,12336,1.748347677,3.32470439,2.536526034,-0.187628925,2.222222222,3.138888889,2.680555556
1242,12349,4.839787928,8.214318523,6.527053226,0.551571881,4.64516129,4.580645161,4.612903226
1243,12354,0.868905262,1.048381854,0.958643558,0.330035273,2.815789474,5,3.907894737
1244,12357,1.461452724,3.363631218,2.412541971,0.041115426,3.054054054,5.702702703,4.378378378
1245,12363,3.003665626,4.664601766,3.834133696,0.246579349,4.024390244,4.666666667,4.345528455
1246,12376,2.697480219,3.686827958,3.192154088,-0.034640762,3.481481481,3.666666667,3.574074074
1247,12378,1.640543755,3.045845592,2.343194673,0.083161368,2.921052632,2.736842105,2.828947368
1248,12383,0.92459585,4.434574212,2.679585031,0.211136885,2.90625,4.09375,3.5
1249,12396,3.621006543,7.817298834,5.719152688,0.208323335,3.027027027,4.081081081,3.554054054
1250,12400,1.615055935,1.734091084,1.674573509,-1.284337708,2.518518519,3.814814815,3.166666667
1251,12404,0.135061186,0.259077556,0.197069371,-0.66248679,2.785714286,4.928571429,3.857142857
1252,12410,1.298241469,0.785873498,1.042057484,-0.743046061,2.96875,3.4375,3.203125
1253,12426,3.603531175,3.365298139,3.484414657,-0.43021565,3.157894737,3.315789474,3.236842105
1254,12429,2.744336992,5.024718099,3.884527545,-0.058459415,2.526315789,3.421052632,2.973684211
1255,12431,2.347752226,1.325245912,1.836499069,-1.593442515,3.108108108,2.432432432,2.77027027
1256,12442,3.166946768,3.067723199,3.117334984,-0.02742828,3.421052632,3.368421053,3.394736842
1257,12446,1.871449266,3.282630421,2.577039843,-0.390111511,3.027777778,3.027777778,3.027777778
1258,12460,4.547965153,7.187377587,5.86767137,-0.105059714,3.216216216,5.27027027,4.243243243
1259,12469,2.433888285,4.288655737,3.361272011,0.095065971,4.459459459,2.972972973,3.716216216
1260,12475,1.7454879,3.472403176,2.608945538,0.129821994,3.571428571,3.371794872,3.471611722
1261,12485,1.054916128,1.46541464,1.260165384,-1.11505407,2.243243243,1.972972973,2.108108108
1262,12496,1.798399618,2.983372125,2.390885871,-0.916023343,2.72972973,2.162162162,2.445945946
1263,12504,2.208690031,5.849201986,4.028946009,-0.576405252,2.973684211,2.157894737,2.565789474
1264,12509,3.954719943,4.7560326,4.355376272,-0.786986218,3.081081081,2.189189189,2.635135135
1265,12521,3.662939303,5.519843391,4.591391347,-0.43148055,2.972222222,3.777777778,3.375
1266,12536,3.43591881,7.385544452,5.410731631,0.422103462,3,4.225806452,3.612903226
1267,12537,2.037175116,3.606758079,2.821966598,0.344552116,3,5.192307692,4.096153846
1268,12539,1.337663921,2.297250027,1.817456974,-0.194512812,2.789473684,5.368421053,4.078947368
1269,12540,2.401468722,4.896196491,3.648832607,-0.02377256,2.894736842,4.342105263,3.618421053
1270,12594,1.272174889,1.236387881,1.254281385,0.330035273,3.37037037,3.851851852,3.611111111
1271,12602,0.991382269,2.521464658,1.756423464,0.270724715,3.34375,3.6875,3.515625
1272,12604,0.977930082,1.966439345,1.472184713,0.241934809,2.648648649,2.702702703,2.675675676
1273,12626,1.751986232,4.540743717,3.146364974,0.299607029,3.375,3.774193548,3.574596774
1274,12638,2.815355288,4.386069706,3.600712497,0.459882984,3.40625,3.625,3.515625
1275,12645,1.386126499,3.957313852,2.671720176,0.026568678,3.034482759,3.965517241,3.5
1276,12663,3.62202197,9.145053808,6.383537889,0.018008833,2.5,3.59375,3.046875
1277,12664,4.166230506,6.721382545,5.443806525,0.565322551,3.71875,5.71875,4.71875
1278,12666,0.641931917,0.478171965,0.560051941,-0.929624651,2.607142857,4.214285714,3.410714286
1279,12668,0.452102395,1.753852755,1.102977575,-0.528315939,2.75,4.59375,3.671875
1280,12678,1.320227286,1.279982372,1.300104829,-0.472168345,2.655172414,3.413793103,3.034482759
1281,12696,0.568036399,1.177643168,0.872839783,-1.856783253,2.928571429,4.535714286,3.732142857
1282,12697,1.072519518,2.10483851,1.588679014,-0.018616538,3.481481481,3.296296296,3.388888889
1283,12703,0.84210162,0.737100979,0.7896013,-0.528315939,2.551724138,4.172413793,3.362068966
1284,12716,0.491372571,1.305232949,0.89830276,-0.534379343,2.655172414,4.586206897,3.620689655
1285,12724,2.881564166,7.642988356,5.262276261,0.2671056,2.421052632,2.868421053,2.644736842
1286,12731,2.921048307,4.582328539,3.751688423,-0.393083861,2.72972973,1.945945946,2.337837838
1287,12737,0.136226744,0.759773042,0.447999893,-0.254375563,2.71875,5.3125,4.015625
1288,12758,2.363376671,3.675449447,3.019413059,-0.536529719,3.219512195,3.714285714,3.466898955
1289,12776,2.236310102,3.231834237,2.734072169,-0.67099495,4.953488372,4.25,4.601744186
1290,12791,1.28818052,1.64256003,1.465370275,-0.664271236,3.071428571,2.813953488,2.94269103
1291,12814,0.32181558,1.257539766,0.789677673,-0.215507262,2.447368421,3.184210526,2.815789474
1292,12815,0.205107096,1.444383326,0.824745211,-0.720898688,4.048780488,4.80952381,4.429152149
1293,12823,2.142983471,1.969744024,2.056363747,-0.512985526,3.390243902,3.023809524,3.207026713
1294,12831,2.197335603,3.508519604,2.852927603,-0.571398512,2.684210526,1.815789474,2.25
1295,12835,2.367654813,4.789547187,3.578601,-0.665128091,2.675675676,3.108108108,2.891891892
1296,12839,0.147263446,0.283528709,0.215396077,-0.456810809,3.333333333,3.348837209,3.341085271
1297,12841,2.518611287,4.765223804,3.641917546,-0.372664922,2.421052632,2.947368421,2.684210526
1298,12854,0.001280288,0.687359954,0.344320121,-0.332158827,2.976190476,2.093023256,2.534606866
1299,12875,1.900636297,4.108574702,3.004605499,-1.047631703,2.785714286,2.976744186,2.881229236
1300,12883,4.241061468,8.197078414,6.219069941,0.232389691,2.972972973,3.108108108,3.040540541
1301,12884,2.72302772,4.371898825,3.547463273,-1.397600673,3.540540541,2.702702703,3.121621622
1302,12897,2.706780919,3.485255697,3.096018308,-0.366599261,3.85,4.341463415,4.095731707
1303,12903,1.3806034,3.10205175,2.241327575,-0.232434165,2.552631579,2.263157895,2.407894737
1304,12908,0.338745355,0.544272602,0.441508978,0.741491781,2.75,5.821428571,4.285714286
1305,12914,1.095516885,2.064534886,1.580025885,0.217959185,2.344827586,5.172413793,3.75862069
1306,12933,2.356553826,3.342245187,2.849399506,-0.259988266,2.5,3.25,2.875
1307,12934,1.415882828,1.122269672,1.26907625,-0.851905725,3.725,3.125,3.425
1308,12936,1.758183284,2.769584869,2.263884076,0.148042283,3.684210526,3.736842105,3.710526316
1309,12941,3.398650443,7.21554815,5.307099297,0.094315756,3.658536585,3.238095238,3.448315912
1310,12943,1.643281017,5.698759879,3.671020448,-1.190621465,3.523809524,2.76744186,3.145625692
1311,12948,2.705818149,4.724566627,3.715192388,-0.706175926,3.558139535,3.136363636,3.347251586
1312,12950,3.17880679,6.489742837,4.834274814,-0.313700762,2.675,3.463414634,3.069207317
1313,12954,0.563920915,1.898468887,1.231194901,-0.155353463,1.918918919,2.405405405,2.162162162
1314,12962,1.725792407,3.938944237,2.832368322,0.588243467,2.894736842,3.263157895,3.078947368
1315,12967,3.097841586,7.913214107,5.505527846,-0.031251324,2.621621622,2.486486486,2.554054054
1316,12979,3.635990723,6.473304747,5.054647735,-0.121434679,3.829268293,4.095238095,3.962253194
1317,12996,2.863745543,4.627281859,3.745513701,-0.279450311,2.810810811,3.054054054,2.932432432
1318,13010,4.261151295,6.413861714,5.337506504,-0.427237851,2.810810811,3.945945946,3.378378378
1319,13011,2.44668299,3.242232144,2.844457567,0.467129094,2.567567568,4.675675676,3.621621622
1320,13030,2.425428302,2.889571035,2.657499668,-0.120682279,3.219512195,3.595238095,3.407375145
1321,13036,2.95681361,4.733336719,3.845075165,0.247743971,2.785714286,4.674418605,3.730066445
1322,13053,2.517420036,3.0766458,2.797032918,-0.894808466,2.631578947,2.815789474,2.723684211
1323,13057,2.377744424,4.263847957,3.32079619,-0.017603338,3.853658537,3.452380952,3.653019744
1324,13074,1.793233657,1.276758674,1.534996166,-0.427915498,3.027027027,3.459459459,3.243243243
1325,13078,3.671631023,5.297185328,4.484408175,0.012883873,3.027027027,3.972972973,3.5
1326,13097,1.135345691,2.561510552,1.848428121,-0.379893453,3.279069767,3.113636364,3.196353066
1327,13114,2.328385555,4.851712163,3.590048859,0.146294895,4,3.5,3.75
1328,13117,2.678179196,5.662418965,4.170299081,0.38958961,2.5,4.5,3.5
1329,13130,2.481014035,3.958426306,3.219720171,-0.347602547,4,4,4
1330,13135,2.484776442,4.218074899,3.35142567,-0.082809437,3.5,4,3.75
1331,13138,2.521736009,4.447918015,3.484827012,-0.593794354,3.5,4,3.75
1332,13148,1.576722893,2.842687806,2.20970535,-0.156402797,2,3,2.5
1333,13195,2.303393742,5.784277222,4.043835482,0.304813188,2,4,3
1334,13241,7.194411875,11.35563361,9.275022742,-0.053292208,4,4,4
1335,13289,5.478711631,8.811930498,7.145321064,0.239381884,5.5,4.5,5
1336,13295,4.631171489,9.416595187,7.023883338,0.407101941,5,4.5,4.75
1337,13307,0.074825401,0.160823376,0.117824389,-0.389260817,1,3,2
1338,13318,2.277728953,2.546329218,2.412029086,-0.685753997,1.5,3.5,2.5
1339,13334,2.788896119,5.451159076,4.120027598,-0.323254076,3.5,3.5,3.5
1340,13336,0.888745178,1.288319522,1.08853235,-0.448624751,4.5,4,4.25
1341,13349,1.698208947,1.373270019,1.535739483,-0.280724138,4.5,5,4.75
1342,13442,1.721896226,4.666119219,3.194007722,0.253707419,4.5,5,4.75
1343,13448,3.380306162,6.195811213,4.788058687,0.135605296,4,5.5,4.75
1344,13452,2.78515917,5.951376152,4.368267661,0.170290972,4.5,5,4.75
1345,13462,2.391002197,5.202285869,3.796644033,0.224991838,4.5,5,4.75